air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,type_H,type_L,type_M,temp_diff_k,power_w,tool_wear_torque_product,speed_torque_ratio,wear_early_life,wear_mid_life,wear_wear_window,wear_beyond_240
298.4,308.5,1398,47.1,122,0,1,0,0,10.100000000000023,6895.356051658094,5746.2,29.68152866242038,0,1,0,0
298.3,308.4,1585,30.6,127,0,0,1,0,10.099999999999966,5079.012843058618,3886.2000000000003,51.79738562091503,0,1,0,0
298.2,308.3,1476,43.5,129,0,0,0,1,10.100000000000023,6723.636597212875,5611.5,33.93103448275862,0,1,0,0
298.2,308.3,1458,41.8,132,0,0,1,0,10.100000000000023,6382.082643914592,5517.599999999999,34.88038277511962,0,1,0,0
298.2,308.4,1510,39.9,134,0,0,0,1,10.199999999999989,6309.260526204382,5346.599999999999,37.84461152882206,0,1,0,0
298.2,308.4,1388,53.8,137,0,0,1,0,10.199999999999989,7819.88488170752,7370.599999999999,25.79925650557621,0,1,0,0
298.2,308.3,2216,16.8,139,0,0,1,0,10.100000000000023,3898.59081939879,2335.2000000000003,131.9047619047619,0,1,0,0
298.2,308.3,1402,51.0,141,0,0,1,0,10.100000000000023,7487.671930565913,7191.0,27.49019607843137,0,1,0,0
298.0,308.2,2090,19.0,143,0,0,0,1,10.199999999999989,4158.42147580169,2717.0,110.0,0,1,0,0
298.0,308.2,1459,42.1,146,0,0,1,0,10.199999999999989,6432.29576649447,6146.6,34.655581947743464,0,1,0,0
298.0,308.1,1403,44.8,148,0,0,0,1,10.100000000000023,6582.097376193142,6630.4,31.31696428571429,0,1,0,0
298.1,308.2,1521,39.3,151,0,0,1,0,10.099999999999966,6259.654778204198,5934.299999999999,38.70229007633588,0,1,0,0
298.2,308.2,1407,47.1,153,0,0,1,0,10.0,6939.746755853316,7206.3,29.872611464968152,0,1,0,0
298.1,308.2,1654,35.3,155,0,0,0,1,10.099999999999966,6114.188566367478,5471.5,46.85552407932012,0,1,0,0
298.2,308.4,1452,43.5,158,0,0,1,0,10.199999999999989,6614.30917286795,6873.0,33.37931034482759,0,1,0,0
298.3,308.4,1528,37.3,160,0,0,1,0,10.099999999999966,5968.439611191936,5968.0,40.96514745308311,0,1,0,0
298.2,308.3,1230,59.6,162,0,0,1,0,10.100000000000023,7676.795808312018,9655.2,20.63758389261745,0,0,1,0
298.2,308.2,1466,42.4,164,0,0,1,0,10.0,6509.21242662986,6953.599999999999,34.57547169811321,0,0,1,0
298.2,308.2,1478,50.1,166,0,0,1,0,10.0,7754.267483149542,8316.6,29.500998003992017,0,0,1,0
298.2,308.3,2057,18.0,168,0,0,1,0,10.100000000000023,3877.3536530605224,3024.0,114.27777777777777,0,0,1,0
298.3,308.4,1490,41.7,170,0,0,1,0,10.099999999999966,6506.552544849821,7089.000000000001,35.73141486810551,0,0,1,0
298.3,308.4,1484,43.4,172,0,0,1,0,10.099999999999966,6744.538660334759,7464.8,34.193548387096776,0,0,1,0
298.3,308.4,1593,37.0,174,0,0,1,0,10.099999999999966,6172.287086507867,6438.0,43.054054054054056,0,0,1,0
298.3,308.3,1444,43.8,176,0,0,1,0,10.0,6623.2312960041445,7708.799999999999,32.96803652968037,0,0,1,0
298.3,308.4,1444,47.5,178,0,0,0,1,10.099999999999966,7182.728003657463,8455.0,30.4,0,0,1,0
298.2,308.3,1560,33.0,181,0,0,0,1,10.100000000000023,5390.972993560084,5973.0,47.27272727272727,0,0,1,0
298.1,308.3,1530,42.0,184,0,1,0,0,10.199999999999989,6729.291463989337,7728.0,36.42857142857143,0,0,1,0
298.2,308.4,1310,61.0,189,1,0,1,0,10.199999999999989,8368.155631612011,11529.0,21.475409836065573,0,0,1,0
298.2,308.3,1639,33.3,191,0,0,0,1,10.100000000000023,5715.468098749374,6360.299999999999,49.21921921921923,0,0,1,0
298.2,308.3,1400,48.7,194,0,0,1,0,10.100000000000023,7139.792904058403,9447.800000000001,28.74743326488706,0,0,1,0
298.3,308.4,1486,44.2,196,0,0,0,1,10.099999999999966,6878.119179965397,8663.2,33.619909502262445,0,0,1,0
298.2,308.3,1448,43.3,199,0,0,0,1,10.100000000000023,6565.761094394476,8616.699999999999,33.441108545034645,0,0,1,0
298.2,308.3,1688,32.0,202,0,0,1,0,10.100000000000023,5656.542292543542,6464.0,52.75,0,0,1,0
298.1,308.3,1453,41.5,204,0,0,0,1,10.199999999999989,6314.5488738379245,8466.0,35.01204819277108,0,0,1,0
298.2,308.4,1497,37.7,207,0,0,1,0,10.199999999999989,5910.058347712727,7803.900000000001,39.708222811671085,0,0,1,0
298.2,308.4,1355,49.4,209,0,0,1,0,10.199999999999989,7009.626248444666,10324.6,27.42914979757085,0,0,1,0
298.1,308.4,1592,38.2,211,0,0,1,0,10.299999999999955,6368.469075749037,8060.200000000001,41.675392670157066,0,0,1,0
298.0,308.3,1544,34.7,213,0,0,1,0,10.300000000000011,5610.549376094988,7391.1,44.49567723342939,0,0,1,0
298.0,308.2,1373,51.2,215,0,0,0,1,10.199999999999989,7361.547457499795,11008.0,26.81640625,0,0,1,0
298.0,308.2,1365,52.9,218,1,0,1,0,10.199999999999989,7561.656437557952,11532.199999999999,25.803402646502835,0,0,1,0
298.0,308.1,1877,24.3,0,0,0,1,0,10.100000000000023,4776.383222738314,0.0,77.24279835390946,1,0,0,0
297.9,308.1,1531,40.8,2,0,0,1,0,10.200000000000045,6541.298559598523,81.6,37.524509803921575,1,0,0,0
297.9,308.0,1501,36.7,4,0,0,1,0,10.100000000000023,5768.665734350162,146.8,40.899182561307896,1,0,0,0
297.9,308.0,1490,46.2,6,0,0,1,0,10.100000000000023,7208.698502927139,277.20000000000005,32.25108225108225,1,0,0,0
297.8,307.8,1543,43.7,8,0,0,0,1,10.0,7061.158839939051,349.6,35.30892448512586,1,0,0,0
297.8,307.8,1597,38.2,11,0,0,1,0,10.0,6388.470548976892,420.20000000000005,41.80628272251309,1,0,0,0
297.8,307.9,1600,33.5,13,0,1,0,0,10.099999999999966,5612.978874413763,435.5,47.76119402985075,1,0,0,0
297.8,307.8,1622,32.1,18,0,0,0,1,10.0,5452.35971401123,577.8000000000001,50.52959501557632,1,0,0,0
297.8,307.8,1452,39.8,21,0,0,1,0,10.0,6051.71276046309,835.8,36.48241206030151,1,0,0,0
297.8,307.8,1396,42.5,23,0,0,1,0,10.0,6213.023071249414,977.5,32.84705882352941,1,0,0,0
297.8,307.7,1505,39.7,25,0,0,1,0,9.899999999999977,6256.8482887669925,992.5000000000001,37.90931989924433,1,0,0,0
297.8,307.8,1412,48.3,27,0,0,1,0,10.0,7141.845411258747,1304.1,29.233954451345756,1,0,0,0
297.8,307.7,1393,38.0,29,0,0,1,0,9.899999999999977,5543.23551750407,1102.0,36.6578947368421,1,0,0,0
297.7,307.7,1581,34.9,31,0,0,1,0,10.0,5778.111456261954,1081.8999999999999,45.30085959885387,1,0,0,0
297.8,307.8,1573,37.9,33,0,0,1,0,10.0,6243.04622504222,1250.7,41.50395778364116,1,0,0,0
297.8,307.9,1726,27.3,35,0,0,0,1,10.099999999999966,4934.373917287345,955.5,63.22344322344322,1,0,0,0
297.9,307.9,1540,39.8,38,0,0,0,1,10.0,6418.483230794186,1512.3999999999999,38.69346733668342,1,0,0,0
297.9,308.0,1296,62.9,41,0,0,1,0,10.100000000000023,8536.586885746472,2578.9,20.604133545310017,1,0,0,0
297.8,307.9,1802,25.8,43,0,0,0,1,10.099999999999966,4868.5889671211735,1109.4,69.84496124031007,1,0,0,0
297.8,307.9,1447,48.6,46,0,0,1,0,10.099999999999966,7364.333002985977,2235.6,29.773662551440328,1,0,0,0
297.8,307.8,1662,30.7,48,0,1,0,0,10.0,5343.157953372448,1473.6,54.13680781758958,1,0,0,0
297.8,307.8,1563,34.3,53,0,0,1,0,10.0,5614.1203197445675,1817.8999999999999,45.568513119533534,1,0,0,0
297.9,307.8,1286,59.5,55,0,0,1,0,9.900000000000034,8012.841502491006,3272.5,21.613445378151262,1,0,0,0
297.9,307.7,1590,34.6,57,0,0,1,0,9.800000000000011,5761.052608152962,1972.2,45.95375722543353,1,0,0,0
297.9,307.7,1492,43.7,59,0,0,1,0,9.800000000000011,6827.769921703864,2578.3,34.14187643020595,1,0,0,0
297.7,307.6,1844,21.9,61,0,0,1,0,9.900000000000034,4228.960702850292,1335.8999999999999,84.20091324200914,1,0,0,0
297.7,307.6,1538,38.3,63,0,1,0,0,9.900000000000034,6168.559063225605,2412.8999999999996,40.15665796344648,1,0,0,0
297.7,307.6,1921,22.9,68,0,0,1,0,9.900000000000034,4606.71627549344,1557.1999999999998,83.88646288209607,1,0,0,0
297.8,307.8,1310,57.9,70,0,0,0,1,10.0,7942.888706071074,4053.0,22.625215889464595,1,0,0,0
297.9,307.8,1365,46.9,73,0,0,1,0,9.900000000000034,6704.001643127939,3423.7,29.1044776119403,1,0,0,0
297.9,307.8,1303,59.3,75,0,0,0,1,9.900000000000034,8091.475566610358,4447.5,21.97301854974705,1,0,0,0
297.9,307.8,1499,37.5,78,0,0,1,0,9.900000000000034,5886.559234663875,2925.0,39.973333333333336,1,0,0,0
297.9,307.8,1451,38.2,80,0,0,1,0,9.900000000000034,5804.427530723526,3056.0,37.98429319371728,1,0,0,0
297.9,307.9,1336,54.4,82,0,0,0,1,10.0,7610.864250488679,4460.8,24.558823529411764,0,1,0,0
297.9,307.9,1412,44.5,85,0,0,1,0,10.0,6579.961093188702,3782.5,31.730337078651687,0,1,0,0
298.0,308.0,1433,39.2,87,0,0,1,0,10.0,5882.48563618972,3410.4,36.556122448979586,0,1,0,0
297.9,307.9,1426,43.6,89,0,0,1,0,10.0,6510.804166907678,3880.4,32.706422018348626,0,1,0,0
297.9,307.9,1476,45.2,91,0,0,1,0,10.0,6986.399406759125,4113.2,32.65486725663717,0,1,0,0
297.9,307.9,1406,58.5,93,0,1,0,0,10.0,8613.304578347135,5440.5,24.034188034188034,0,1,0,0
297.8,307.8,1383,56.5,98,0,0,1,0,10.0,8182.749305172654,5537.0,24.47787610619469,0,1,0,0
297.9,307.8,1505,37.3,100,0,0,1,0,9.900000000000034,5878.60053327478,3729.9999999999995,40.348525469168905,0,1,0,0
297.9,307.8,1665,33.9,102,0,0,1,0,9.900000000000034,5910.749498096516,3457.7999999999997,49.115044247787615,0,1,0,0
297.9,307.8,1397,45.0,104,0,0,1,0,9.900000000000034,6583.207405597411,4680.0,31.044444444444444,0,1,0,0
297.9,307.8,1450,43.5,106,0,0,0,1,9.900000000000034,6605.19855417254,4611.0,33.333333333333336,0,1,0,0
298.0,307.8,1567,36.4,109,0,0,1,0,9.800000000000011,5973.089168319249,3967.6,43.049450549450555,0,1,0,0
298.0,308.0,1555,37.0,111,0,0,0,1,10.0,6025.051110809624,4107.0,42.027027027027025,0,1,0,0
298.0,307.8,1588,35.4,114,0,1,0,0,9.800000000000011,5886.841978002697,4035.6,44.85875706214689,0,1,0,0
298.0,307.8,1453,37.7,119,0,0,1,0,9.800000000000011,5736.349217920235,4486.3,38.54111405835543,0,1,0,0
298.0,307.8,1622,33.3,121,0,0,1,0,9.800000000000011,5656.186245376135,4029.2999999999997,48.70870870870871,0,1,0,0
297.9,307.8,1538,38.5,123,0,0,1,0,9.900000000000034,6200.770859900414,4735.5,39.94805194805195,0,1,0,0
297.9,307.7,1527,42.8,125,0,0,0,1,9.800000000000011,6844.022427698435,5350.0,35.677570093457945,0,1,0,0
297.8,307.8,1761,28.9,128,0,0,1,0,10.0,5329.492025329332,3699.2,60.93425605536333,0,1,0,0
297.9,307.8,1373,50.2,130,0,0,1,0,9.900000000000034,7217.767233720502,6526.0,27.350597609561753,0,1,0,0
298.0,307.9,1482,37.8,132,0,1,0,0,9.899999999999977,5866.358793901292,4989.599999999999,39.20634920634921,0,1,0,0
298.0,307.9,1417,51.0,137,0,0,0,1,9.899999999999977,7567.782543232453,6987.0,27.784313725490197,0,1,0,0
298.0,307.8,1414,51.7,140,0,0,1,0,9.800000000000011,7655.412034316584,7238.0,27.350096711798837,0,1,0,0
297.9,307.8,1635,34.0,142,0,1,0,0,9.900000000000034,5821.371187101887,4828.0,48.088235294117645,0,1,0,0
298.0,307.8,1386,57.3,147,0,0,1,0,9.800000000000011,8316.612568142116,8423.1,24.188481675392673,0,1,0,0
298.2,308.1,1379,62.3,149,0,0,1,0,9.900000000000034,8996.652185913674,9282.699999999999,22.134831460674157,0,1,0,0
298.2,308.0,1577,35.9,151,0,0,0,1,9.800000000000011,5928.6356322709535,5420.9,43.92757660167131,0,1,0,0
298.2,308.1,1532,42.5,154,0,0,1,0,9.900000000000034,6818.303255841048,6545.0,36.04705882352941,0,1,0,0
298.1,308.0,1374,48.8,156,0,0,0,1,9.899999999999977,7021.585244479331,7612.799999999999,28.155737704918035,0,1,0,0
298.1,308.0,1570,35.3,159,0,1,0,0,9.899999999999977,5803.673548486663,5612.7,44.47592067988669,0,1,0,0
298.1,308.0,1697,31.0,164,0,0,1,0,9.899999999999977,5508.992157579942,5084.0,54.74193548387097,0,0,1,0
298.2,308.0,1499,44.1,166,0,0,1,0,9.800000000000011,6922.5936599647175,7320.6,33.99092970521542,0,0,1,0
298.2,308.0,1411,47.2,168,0,0,0,1,9.800000000000011,6974.251915165244,7929.6,29.894067796610166,0,0,1,0
298.2,307.9,1462,45.5,171,0,1,0,0,9.699999999999989,6966.062830314887,7780.5,32.13186813186813,0,0,1,0
298.1,307.9,1759,28.6,176,0,0,0,1,9.799999999999955,5268.178608706772,5033.6,61.5034965034965,0,0,1,0
298.2,308.0,1535,38.0,179,0,0,1,0,9.800000000000011,6108.303316129754,6802.0,40.39473684210526,0,0,1,0
298.2,307.9,1491,39.7,181,0,1,0,0,9.699999999999989,6198.645048871485,7185.700000000001,37.55667506297229,0,0,1,0
298.2,307.9,1551,36.0,186,0,0,1,0,9.699999999999989,5847.1322468613225,6696.0,43.083333333333336,0,0,1,0
298.2,307.9,1769,27.2,188,0,0,1,0,9.699999999999989,5038.779513141644,5113.599999999999,65.03676470588235,0,0,1,0
298.2,307.9,1551,34.1,190,0,0,1,0,9.699999999999989,5538.533600499198,6479.0,45.483870967741936,0,0,1,0
298.2,307.9,1544,31.4,192,0,0,1,0,9.699999999999989,5076.981279809297,6028.799999999999,49.171974522293,0,0,1,0
298.2,307.8,1528,31.1,194,0,0,1,0,9.600000000000023,4976.366539090328,6033.400000000001,49.13183279742765,0,0,1,0
298.1,307.9,1614,35.8,196,0,0,1,0,9.799999999999955,6050.833114520085,7016.799999999999,45.08379888268157,0,0,1,0
298.1,307.8,1432,49.8,198,0,0,1,0,9.699999999999989,7467.942728701368,9860.4,28.755020080321287,0,0,1,0
298.1,307.8,1384,43.7,200,0,0,0,1,9.699999999999989,6333.5345654411185,8740.0,31.670480549199084,0,0,1,0
298.1,307.8,1540,37.8,203,0,0,1,0,9.699999999999989,6095.946385025633,7673.4,40.74074074074074,0,0,1,0
298.0,307.7,1407,43.9,205,0,0,1,0,9.699999999999989,6468.25653040256,8999.5,32.0501138952164,0,0,1,0
297.9,307.6,1418,43.0,207,0,1,0,0,9.700000000000045,6385.182348666134,8901.0,32.97674418604651,0,0,1,0
297.9,307.5,1647,30.8,212,0,0,0,1,9.600000000000023,5312.181849808053,6529.6,53.47402597402597,0,0,1,0
298.0,307.5,1644,32.8,215,0,0,1,0,9.5,5646.824299268437,7051.999999999999,50.1219512195122,0,0,1,0
298.0,307.5,1792,27.9,217,0,0,1,0,9.5,5235.652652766605,6054.299999999999,64.2293906810036,0,0,1,0
297.9,307.4,1610,34.6,219,0,0,0,1,9.5,5833.5186786957665,7577.400000000001,46.531791907514446,0,0,1,0
297.8,307.3,1804,26.0,222,0,0,0,1,9.5,4911.775394132522,5772.0,69.38461538461539,0,0,1,0
297.9,307.4,1604,36.1,225,1,1,0,0,9.5,6063.734588350827,8122.5,44.43213296398892,0,0,1,0
297.9,307.4,1403,52.8,0,0,0,0,1,9.5,7757.471907656203,0.0,26.5719696969697,1,0,0,0
297.8,307.3,1438,44.5,3,0,0,1,0,9.5,6701.121849862148,133.5,32.31460674157304,1,0,0,0
297.9,307.3,1824,26.3,5,0,0,1,0,9.400000000000034,5023.532316796223,131.5,69.35361216730038,1,0,0,0
297.9,307.3,1663,28.7,7,0,1,0,0,9.400000000000034,4998.074944326633,200.9,57.94425087108014,1,0,0,0
297.9,307.3,1502,36.7,12,0,0,1,0,9.400000000000034,5772.508949363053,440.40000000000003,40.92643051771117,1,0,0,0
297.9,307.4,1606,35.5,14,0,0,1,0,9.5,5970.387398637162,497.0,45.23943661971831,1,0,0,0
297.9,307.5,1561,37.7,16,0,0,1,0,9.600000000000023,6162.726172865442,603.2,41.40583554376658,1,0,0,0
297.9,307.4,1435,42.9,18,0,0,0,1,9.5,6446.705204798935,772.1999999999999,33.44988344988345,1,0,0,0
297.9,307.5,1602,38.3,21,0,0,1,0,9.600000000000023,6425.248126974916,804.3,41.82767624020888,1,0,0,0
298.1,307.6,1764,27.7,23,0,0,0,1,9.5,5116.900450460911,637.1,63.68231046931408,1,0,0,0
298.0,307.5,1683,27.8,26,0,1,0,0,9.5,4899.5650706855695,722.8000000000001,60.53956834532374,1,0,0,0
298.0,307.5,1618,35.2,31,0,0,1,0,9.5,5964.167045183055,1091.2,45.965909090909086,1,0,0,0
298.0,307.6,1509,41.6,33,0,0,1,0,9.600000000000023,6573.719795783571,1372.8,36.27403846153846,1,0,0,0
297.9,307.6,1550,39.0,35,0,0,1,0,9.700000000000045,6330.309196983433,1365.0,39.743589743589745,1,0,0,0
297.9,307.6,1519,44.0,37,0,0,0,1,9.700000000000045,6999.0495531775805,1628.0,34.52272727272727,1,0,0,0
297.9,307.6,1481,38.0,40,0,0,1,0,9.700000000000045,5893.418378624212,1520.0,38.973684210526315,1,0,0,0
298.1,307.7,1289,48.3,42,0,0,1,0,9.599999999999966,6519.715818068361,2028.6,26.68737060041408,1,0,0,0
298.0,307.6,1844,23.8,44,0,0,0,1,9.600000000000023,4595.856836887532,1047.2,77.47899159663865,1,0,0,0
298.0,307.7,1479,42.5,47,0,0,1,0,9.699999999999989,6582.422007434014,1997.5,34.8,1,0,0,0
298.0,307.7,1430,47.3,49,0,0,1,0,9.699999999999989,7083.139516538667,2317.7,30.232558139534884,1,0,0,0
298.1,307.8,1636,36.7,51,0,0,0,1,9.699999999999989,6287.499761090517,1871.7,44.57765667574932,1,0,0,0
298.1,307.8,1503,44.7,54,0,0,0,1,9.699999999999989,7035.502499934734,2413.8,33.6241610738255,1,0,0,0
298.1,307.8,1608,32.6,57,0,0,0,1,9.699999999999989,5489.493339176661,1858.2,49.325153374233125,1,0,0,0
298.2,307.8,1521,42.9,60,0,0,1,0,9.600000000000023,6833.058269337407,2574.0,35.45454545454545,1,0,0,0
298.2,307.8,1439,41.6,62,0,0,1,0,9.600000000000023,6268.775868875121,2579.2000000000003,34.59134615384615,1,0,0,0
298.2,307.8,1627,31.5,64,0,0,1,0,9.600000000000023,5366.939809760122,2016.0,51.65079365079365,1,0,0,0
298.2,307.8,1749,26.1,66,0,0,1,0,9.600000000000023,4780.341629481837,1722.6000000000001,67.01149425287356,1,0,0,0
298.2,307.8,1530,35.9,68,0,0,1,0,9.600000000000023,5751.941989457552,2441.2,42.618384401114206,1,0,0,0
298.2,307.8,1355,51.3,70,0,0,1,0,9.600000000000023,7279.22725800023,3591.0,26.413255360623783,1,0,0,0
298.3,307.9,1551,33.8,72,0,0,1,0,9.599999999999966,5489.807498442019,2433.6,45.887573964497044,1,0,0,0
298.2,307.8,1515,46.7,74,0,0,1,0,9.600000000000023,7408.975034593488,3455.8,32.441113490364025,1,0,0,0
298.2,307.8,1388,48.6,76,0,0,1,0,9.600000000000023,7064.059577155866,3693.6,28.559670781893004,1,0,0,0
298.2,307.8,1585,34.6,78,0,0,1,0,9.600000000000023,5742.936090517262,2698.8,45.809248554913296,1,0,0,0
298.1,307.7,1523,37.7,80,0,0,1,0,9.599999999999966,6012.704651681017,3016.0,40.39787798408488,1,0,0,0
298.2,307.6,1369,54.5,82,0,0,1,0,9.400000000000034,7813.193289355375,4469.0,25.119266055045873,0,1,0,0
298.2,307.7,1681,31.0,84,0,0,0,1,9.5,5457.05115904059,2604.0,54.225806451612904,0,1,0,0
298.2,307.7,1503,38.3,87,0,0,1,0,9.5,6028.182231487702,3332.1,39.24281984334204,0,1,0,0
298.2,307.7,1459,44.5,89,0,0,1,0,9.5,6798.98246102147,3960.5,32.78651685393258,0,1,0,0
298.2,307.7,1688,32.4,91,0,0,1,0,9.5,5727.2490712003355,2948.4,52.098765432098766,0,1,0,0
298.2,307.7,1952,21.6,93,0,0,0,1,9.5,4415.319979061239,2008.8000000000002,90.37037037037037,0,1,0,0
298.2,307.8,2029,19.9,96,0,0,1,0,9.600000000000023,4228.280024442014,1910.3999999999999,101.95979899497488,0,1,0,0
298.3,307.8,1457,52.5,98,0,0,0,1,9.5,8010.275868490575,5145.0,27.752380952380953,0,1,0,0
298.3,307.8,1392,50.4,101,0,0,0,1,9.5,7346.802915978947,5090.4,27.61904761904762,0,1,0,0
298.3,307.8,1906,22.1,104,0,0,1,0,9.5,4411.068357003381,2298.4,86.2443438914027,0,1,0,0
298.3,307.7,1602,33.4,106,0,0,0,1,9.399999999999977,5603.218993236611,3540.3999999999996,47.964071856287426,0,1,0,0
298.3,307.7,1465,49.4,109,0,0,1,0,9.399999999999977,7578.673397764897,5384.599999999999,29.65587044534413,0,1,0,0
298.3,307.7,1439,43.8,111,0,0,0,1,9.399999999999977,6600.29766963294,4861.799999999999,32.853881278538815,0,1,0,0
298.3,307.8,1330,55.4,114,0,0,0,1,9.5,7715.960996726771,6315.599999999999,24.0072202166065,0,1,0,0
298.3,307.9,1485,42.0,117,0,0,0,1,9.599999999999966,6531.371126813179,4914.0,35.357142857142854,0,1,0,0
298.4,307.9,1700,28.2,120,0,1,0,0,9.5,5020.265060436489,3384.0,60.283687943262414,0,1,0,0
298.4,308.0,1515,42.8,125,0,0,1,0,9.600000000000023,6790.238361468978,5350.0,35.39719626168225,0,1,0,0
298.5,308.1,1501,39.2,127,0,0,0,1,9.600000000000023,6161.626615436685,4978.400000000001,38.29081632653061,0,1,0,0
298.4,308.0,1380,47.6,130,0,0,1,0,9.600000000000023,6878.831274300211,6188.0,28.991596638655462,0,1,0,0
298.4,307.9,1544,35.9,132,0,0,1,0,9.5,5804.574138380693,4738.8,43.00835654596101,0,1,0,0
298.4,307.9,1743,27.3,134,0,0,1,0,9.5,4982.974355638378,3658.2000000000003,63.84615384615385,0,1,0,0
298.4,307.9,1948,21.4,136,0,1,0,0,9.5,4365.47337562428,2910.3999999999996,91.02803738317758,0,1,0,0
298.5,307.9,1260,54.2,141,0,1,0,0,9.399999999999977,7151.521516631805,7642.200000000001,23.247232472324722,0,1,0,0
298.5,307.9,1640,33.1,146,0,0,0,1,9.399999999999977,5684.60718691561,4832.6,49.546827794561935,0,1,0,0
298.5,308.0,1363,49.2,149,0,0,0,1,9.5,7022.464890422337,7330.8,27.703252032520325,0,1,0,0
298.5,308.0,1379,49.6,152,0,0,1,0,9.5,7162.663698576537,7539.2,27.802419354838708,0,1,0,0
298.5,308.0,1713,25.8,154,0,0,0,1,9.5,4628.131465415411,3973.2000000000003,66.3953488372093,0,1,0,0
298.5,308.0,1461,51.9,157,0,0,0,1,9.5,7940.469679727808,8148.3,28.15028901734104,0,1,0,0
298.5,308.0,1624,29.8,160,0,0,1,0,9.5,5067.9334929669585,4768.0,54.49664429530201,0,1,0,0
298.4,308.0,1526,41.1,162,0,0,1,0,9.600000000000023,6567.876433447893,6658.2,37.12895377128954,0,0,1,0
298.4,307.9,2381,14.2,164,0,0,1,0,9.5,3540.5958645467203,2328.7999999999997,167.6760563380282,0,0,1,0
298.4,307.7,1626,31.1,166,0,1,0,0,9.300000000000011,5295.531408744027,5162.6,52.28295819935691,0,0,1,0
298.3,307.7,1576,33.8,171,0,0,1,0,9.399999999999977,5578.295691518132,5779.799999999999,46.62721893491125,0,0,1,0
298.4,307.8,1617,31.6,173,0,0,0,1,9.400000000000034,5350.886271300279,5466.8,51.17088607594936,0,0,1,0
298.3,307.6,1942,20.6,176,0,0,1,0,9.300000000000011,4189.334747513013,3625.6000000000004,94.27184466019416,0,0,1,0
298.2,307.6,1492,37.2,178,0,0,1,0,9.400000000000034,5812.197736553404,6621.6,40.107526881720425,0,0,1,0
298.2,307.5,1470,51.3,180,0,0,1,0,9.300000000000011,7897.021453328663,9234.0,28.65497076023392,0,0,1,0
298.0,307.4,1463,46.5,182,0,0,0,1,9.399999999999977,7124.032580912894,8463.0,31.462365591397848,0,0,1,0
298.0,307.3,1424,46.5,185,0,0,1,0,9.300000000000011,6934.123305003391,8602.5,30.623655913978496,0,0,1,0
298.1,307.4,1363,60.1,187,0,0,0,1,9.299999999999955,8578.254876308585,11238.7,22.678868552412645,0,0,1,0
298.1,307.4,1335,56.2,190,0,0,0,1,9.299999999999955,7856.809067362713,10678.0,23.75444839857651,0,0,1,0
298.1,307.4,1608,33.9,193,0,0,1,0,9.299999999999955,5708.3995152787975,6542.7,47.43362831858407,0,0,1,0
298.0,307.4,1606,35.2,195,0,1,0,0,9.399999999999977,5919.93342062051,6864.000000000001,45.62499999999999,0,0,1,0
298.1,307.5,1684,33.1,200,0,0,1,0,9.399999999999977,5837.121038271884,6620.0,50.87613293051359,0,0,1,0
298.1,307.6,1950,20.3,202,0,0,1,0,9.5,4145.331506411731,4100.6,96.05911330049261,0,0,1,0
298.2,307.6,1460,48.6,204,0,1,0,0,9.400000000000034,7430.494944270578,9914.4,30.041152263374485,0,0,1,0
298.2,307.6,1511,31.0,209,1,0,1,0,9.400000000000034,4905.178049559983,6479.0,48.74193548387097,0,0,1,0
298.2,307.6,1318,55.7,0,0,1,0,0,9.400000000000034,7687.749494697535,0.0,23.662477558348293,1,0,0,0
298.2,307.6,1368,51.8,5,0,0,1,0,9.400000000000034,7420.693175191378,259.0,26.40926640926641,1,0,0,0
298.3,307.7,1717,27.1,7,0,0,0,1,9.399999999999977,4872.683509546353,189.70000000000002,63.35793357933579,1,0,0,0
298.3,307.7,1520,41.4,10,0,0,0,1,9.399999999999977,6589.804750169949,414.0,36.71497584541063,1,0,0,0
298.3,307.8,1485,42.0,13,0,0,0,1,9.5,6531.371126813179,546.0,35.357142857142854,1,0,0,0
298.4,307.9,1981,23.2,16,0,0,1,0,9.5,4812.8361694954665,371.2,85.38793103448276,1,0,0,0
298.4,307.9,1605,31.0,18,0,1,0,0,9.5,5210.331415978671,558.0,51.774193548387096,1,0,0,0
298.4,307.9,1446,45.3,23,0,0,1,0,9.5,6859.541895407169,1041.8999999999999,31.920529801324506,1,0,0,0
298.4,308.0,1508,47.9,25,0,0,1,0,9.600000000000023,7564.243015509407,1197.5,31.482254697286013,1,0,0,0
298.5,308.0,1384,59.5,27,0,0,1,0,9.5,8623.462394593742,1606.5,23.26050420168067,1,0,0,0
298.5,308.0,1519,37.3,29,0,0,0,1,9.5,5933.285189398266,1081.6999999999998,40.72386058981233,1,0,0,0
298.5,308.0,1404,48.1,32,0,0,1,0,9.5,7071.9763906429125,1539.2,29.18918918918919,1,0,0,0
298.5,308.1,1564,31.1,34,0,0,1,0,9.600000000000023,5093.610776922299,1057.4,50.28938906752411,1,0,0,0
298.6,308.2,1555,36.8,36,0,1,0,0,9.599999999999966,5992.48326696741,1324.8,42.2554347826087,1,0,0,0
298.6,308.2,1325,54.0,41,0,0,1,0,9.599999999999966,7492.698478811656,2214.0,24.537037037037038,1,0,0,0
298.6,308.2,1488,44.0,43,0,0,0,1,9.599999999999966,6856.211807194364,1892.0,33.81818181818182,1,0,0,0
